epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
254,515.248,0.60154,0.9125,0.50412,1.10109,0.9813,0.85714,0.91166,0.69866,0.88207,0.85447,0.82587,0.60462,0.84259,1.63803,0.99436,1.39846,0.00124947,0.00124947,0.00124947
255,517.195,0.57522,1.03824,0.47752,1.06457,0.9717,0.85714,0.90213,0.69145,0.9717,0.85714,0.86326,0.61746,0.8187,1.55186,0.95133,1.31812,0.00124782,0.00124782,0.00124782
256,519.194,0.5679,0.89026,0.43446,1.05878,0.97527,0.84323,0.89843,0.69549,0.97527,0.84323,0.86346,0.63703,0.83799,1.46317,0.92174,1.32472,0.00124617,0.00124617,0.00124617
257,521.161,0.50276,0.82423,0.41479,0.99897,0.95117,0.84991,0.91111,0.69118,0.95117,0.84991,0.86082,0.59903,0.91991,1.69184,0.9094,1.4084,0.00124452,0.00124452,0.00124452
258,523.212,0.60663,0.90303,0.51149,1.04863,0.93684,0.85439,0.90717,0.60278,0.83412,0.78571,0.73509,0.50462,1.09863,2.53856,0.93978,1.6028,0.00124287,0.00124287,0.00124287
259,525.113,0.62123,0.85866,0.44907,1.08611,0.92893,0.84547,0.9199,0.63008,0.82476,0.77453,0.77502,0.51902,1.05881,2.2613,0.92411,1.56031,0.00124121,0.00124121,0.00124121
260,527.137,0.63819,0.96061,0.53867,1.06405,0.88724,0.9277,0.91912,0.63608,0.96483,0.8391,0.85991,0.57494,0.99962,1.63438,0.82934,1.66745,0.00123956,0.00123956,0.00123956
261,529.077,0.54278,0.85381,0.45892,1.02052,0.87872,0.92857,0.9096,0.6278,0.87872,0.92857,0.9096,0.56548,1.05445,1.75779,0.68922,1.7715,0.00123791,0.00123791,0.00123791
262,531.093,0.52066,0.78559,0.40429,1.06622,0.89177,0.90697,0.91231,0.61839,0.89177,0.90697,0.91231,0.55956,0.94281,1.73986,0.72502,1.59079,0.00123626,0.00123626,0.00123626
263,533.058,0.55955,0.85797,0.46237,1.06093,0.87466,0.92857,0.91118,0.62215,0.80418,0.85714,0.7942,0.57429,0.97003,1.76888,0.85207,1.62413,0.00123461,0.00123461,0.00123461
264,534.957,0.49737,0.73641,0.43867,1.02311,0.84194,0.92857,0.89462,0.59072,0.7738,0.85714,0.77412,0.53128,0.91871,2.28234,1.05857,1.48924,0.00123296,0.00123296,0.00123296
265,536.944,0.58986,0.89314,0.45555,1.09634,0.83811,0.92857,0.9154,0.6426,0.76911,0.85714,0.77814,0.56981,0.8974,1.90796,1.07805,1.44259,0.00123131,0.00123131,0.00123131
266,538.875,0.57952,0.8994,0.48281,1.06306,0.79535,0.92857,0.89643,0.69563,0.79535,0.92857,0.89643,0.64164,0.86516,1.36195,0.94718,1.43364,0.00122966,0.00122966,0.00122966
267,540.894,0.58228,0.87261,0.4531,1.07799,0.96219,0.92837,0.92562,0.71488,0.92901,0.85714,0.87062,0.60725,0.83154,1.50663,0.96764,1.43968,0.00122801,0.00122801,0.00122801
268,542.891,0.56836,0.88189,0.48392,1.06895,0.92313,0.92857,0.92568,0.69777,0.92313,0.92857,0.92568,0.60414,0.79948,1.3491,0.8983,1.42434,0.00122636,0.00122636,0.00122636
269,544.809,0.51776,0.84128,0.43464,1.0335,0.92365,0.92857,0.9171,0.67285,0.92365,0.92857,0.9171,0.61991,0.91437,1.30956,0.84579,1.55005,0.00122471,0.00122471,0.00122471
270,546.772,0.55241,0.78742,0.466,1.06753,0.91598,0.92857,0.92595,0.6455,0.83156,0.85714,0.8207,0.59829,0.97035,1.63258,0.8186,1.59389,0.00122306,0.00122306,0.00122306
271,548.76,0.56998,0.99535,0.50314,1.11584,0.90543,0.92857,0.92604,0.62195,0.82445,0.85714,0.82083,0.54495,0.97556,1.91248,0.8964,1.63224,0.00122141,0.00122141,0.00122141
272,550.744,0.49345,0.66851,0.42666,1.04194,0.90228,0.92857,0.92662,0.6177,0.81768,0.85714,0.83576,0.58163,0.95328,1.34581,0.9978,1.56706,0.00121976,0.00121976,0.00121976
273,552.729,0.50658,0.89084,0.43156,0.99862,0.83743,0.92857,0.90712,0.62853,0.76624,0.85714,0.81699,0.57583,0.96584,1.46095,0.87965,1.67978,0.00121811,0.00121811,0.00121811
274,554.664,0.54322,0.86811,0.50725,1.05971,0.90578,0.92857,0.9271,0.62649,0.82305,0.85714,0.83422,0.58116,1.0163,1.70191,0.91472,1.78483,0.00121646,0.00121646,0.00121646
275,556.612,0.55542,0.8011,0.46865,1.06451,0.8962,0.92857,0.91865,0.61495,0.8126,0.85714,0.82594,0.60491,1.0887,1.66585,0.71469,1.86604,0.00121481,0.00121481,0.00121481
276,558.598,0.53346,0.79031,0.44372,1.0349,0.91143,0.85714,0.90134,0.60513,0.91143,0.85714,0.90134,0.556,1.09136,1.92171,0.69928,1.79698,0.00121316,0.00121316,0.00121316
277,560.612,0.62744,0.90827,0.51086,1.08918,0.90951,0.92857,0.89253,0.59361,0.8245,0.85714,0.8114,0.58651,0.93112,1.7343,0.97766,1.5731,0.00121151,0.00121151,0.00121151
278,562.628,0.51745,0.86361,0.49252,1.03536,0.92368,0.92322,0.89177,0.59401,0.83922,0.85714,0.79907,0.56927,1.02693,1.69455,1.0957,1.70231,0.00120986,0.00120986,0.00120986
279,564.543,0.55179,0.89018,0.45529,1.06805,0.90328,0.92857,0.90107,0.60904,0.8383,0.92857,0.88107,0.58058,1.07652,1.7564,0.90364,1.73461,0.00120821,0.00120821,0.00120821
280,566.511,0.52833,0.86878,0.46448,1.04135,0.91013,0.92857,0.90054,0.57248,0.82957,0.85714,0.7958,0.5366,1.04667,1.82438,0.98042,1.73163,0.00120656,0.00120656,0.00120656
281,568.548,0.56641,0.98717,0.48867,1.08417,0.91615,0.92857,0.90027,0.63445,0.83332,0.85714,0.81953,0.55987,0.9417,1.75854,0.88825,1.66762,0.00120491,0.00120491,0.00120491
282,570.578,0.55444,0.82176,0.46596,1.07829,0.9256,0.91854,0.90195,0.6108,0.84132,0.85714,0.82223,0.59727,0.95601,1.69292,0.87781,1.69145,0.00120326,0.00120326,0.00120326
283,572.557,0.54624,0.8341,0.4994,1.05136,0.92488,0.92605,0.90209,0.62209,0.82948,0.85714,0.80997,0.60521,0.98727,1.56512,0.9183,1.73591,0.00120161,0.00120161,0.00120161
284,574.506,0.52828,0.80734,0.42415,1.05769,0.91202,0.92857,0.91959,0.61354,0.82859,0.85714,0.82747,0.5839,0.93065,1.5866,1.07409,1.61323,0.00119996,0.00119996,0.00119996
285,576.479,0.50219,0.8489,0.4113,1.06477,0.90706,0.92857,0.92115,0.62756,0.6568,0.71429,0.67589,0.51725,0.95246,2.20291,0.92005,1.62618,0.00119831,0.00119831,0.00119831
286,578.445,0.50579,0.73694,0.41022,1.01368,0.91178,0.92857,0.9299,0.65472,0.52025,0.64286,0.57139,0.49023,0.9491,3.16398,0.99184,1.55232,0.00119666,0.00119666,0.00119666
287,580.507,0.60061,0.91173,0.47685,1.07725,0.81594,0.92857,0.91908,0.64866,0.58891,0.57143,0.5717,0.47338,0.92886,3.4829,1.0537,1.46041,0.00119501,0.00119501,0.00119501
288,582.478,0.54487,0.94589,0.43789,1.04052,0.95297,0.92422,0.92783,0.68523,0.66433,0.64286,0.62981,0.52016,0.96523,2.70713,1.01077,1.52491,0.00119336,0.00119336,0.00119336
289,584.439,0.5292,0.96372,0.47801,1.03315,0.88422,0.92857,0.91763,0.64276,0.76291,0.78571,0.78715,0.54626,0.93784,2.25021,1.08764,1.5691,0.0011917,0.0011917,0.0011917
290,586.444,0.49801,0.86326,0.40779,0.99553,0.96575,0.85714,0.91158,0.607,0.84786,0.71054,0.70218,0.52286,0.91174,2.20378,1.05253,1.52696,0.00119005,0.00119005,0.00119005
291,588.457,0.56154,0.95425,0.4288,1.03838,0.87491,0.85714,0.91219,0.66612,0.68242,0.78337,0.71117,0.54009,0.80883,1.82495,0.98352,1.37974,0.0011884,0.0011884,0.0011884
292,590.474,0.56313,1.07598,0.44816,1.04116,0.96972,0.85714,0.91979,0.70596,0.96972,0.85714,0.91979,0.59374,0.81568,1.94303,0.85532,1.39948,0.00118675,0.00118675,0.00118675
293,592.427,0.55762,0.7786,0.41694,1.06542,0.96833,0.92857,0.9288,0.67841,0.88359,0.85714,0.83696,0.58064,0.93664,2.04567,0.74186,1.50813,0.0011851,0.0011851,0.0011851
294,594.417,0.58074,0.83789,0.45515,1.0539,0.95626,0.92857,0.92675,0.67187,0.94441,0.71429,0.76334,0.55725,0.97336,1.99494,0.73548,1.5616,0.00118345,0.00118345,0.00118345
295,596.343,0.48891,0.81727,0.45511,1.07167,0.95947,0.92857,0.92643,0.63557,0.75109,0.78571,0.70247,0.53273,1.01971,2.15281,0.72934,1.68136,0.0011818,0.0011818,0.0011818
296,598.356,0.53686,0.97405,0.44594,1.05532,0.98012,0.92608,0.92651,0.60881,0.95684,0.85714,0.85743,0.59269,1.01338,2.05036,0.77205,1.72837,0.00118015,0.00118015,0.00118015
297,600.346,0.56433,0.97695,0.43834,1.05746,0.89662,0.92857,0.90656,0.58905,0.84417,0.85714,0.84585,0.56777,1.08981,2.38717,0.94481,1.76477,0.0011785,0.0011785,0.0011785
298,602.34,0.54353,0.78748,0.45392,1.05527,0.96972,0.92857,0.92631,0.59096,0.98643,0.84933,0.85711,0.56101,1.12377,2.32272,0.87928,1.91212,0.00117685,0.00117685,0.00117685
299,604.428,0.50294,0.84165,0.45358,1.08146,0.97187,0.92857,0.9309,0.59468,0.87918,0.78571,0.75823,0.60873,1.06277,2.05906,0.81018,1.87753,0.0011752,0.0011752,0.0011752
300,606.423,0.50447,0.80666,0.42516,1.05988,0.98329,0.92857,0.92614,0.65562,0.90081,0.85714,0.821,0.62617,0.98727,2.18121,0.79355,1.70915,0.00117355,0.00117355,0.00117355
301,608.375,0.56296,0.99409,0.47176,1.09199,0.98507,0.92195,0.92628,0.66036,0.90423,0.85052,0.81286,0.60451,0.8765,2.1621,0.7908,1.5205,0.0011719,0.0011719,0.0011719
302,610.403,0.54185,0.97593,0.46199,1.05435,0.98204,0.92857,0.92644,0.66784,0.98204,0.92857,0.92644,0.63393,0.8198,1.84538,0.74728,1.44127,0.00117025,0.00117025,0.00117025
303,612.376,0.51469,0.74872,0.43982,1.05054,0.97692,0.92857,0.92633,0.6693,0.89392,0.85714,0.80283,0.58341,0.88546,1.98088,0.63655,1.51366,0.0011686,0.0011686,0.0011686
304,614.327,0.57541,0.96182,0.52341,1.09039,0.95018,0.89745,0.92919,0.67179,0.95018,0.89745,0.92919,0.58623,0.93613,2.03134,0.65204,1.59035,0.00116695,0.00116695,0.00116695
305,616.337,0.5036,0.74759,0.38096,1.05645,0.86221,0.92611,0.94727,0.70217,0.86221,0.92611,0.94727,0.64936,0.92289,1.75891,0.78158,1.53954,0.0011653,0.0011653,0.0011653
306,618.31,0.5163,0.93173,0.42759,1.02184,0.86715,0.92261,0.95205,0.73684,0.86715,0.92261,0.93083,0.70277,0.78208,1.51467,0.81683,1.34894,0.00116365,0.00116365,0.00116365
307,620.59,0.56639,0.82843,0.44767,1.06656,0.86791,0.92586,0.932,0.75517,0.86791,0.92586,0.932,0.68907,0.72804,1.48083,0.74251,1.31807,0.001162,0.001162,0.001162
308,622.893,0.50909,0.86219,0.37845,1.01704,0.82699,0.85714,0.90606,0.74988,0.82699,0.85714,0.90606,0.68935,0.78279,1.39103,0.75543,1.34128,0.00116035,0.00116035,0.00116035
309,624.932,0.54422,0.83263,0.43833,1.08405,0.83148,0.92857,0.89429,0.69486,0.83148,0.92857,0.89429,0.65295,0.86797,1.27366,0.80872,1.37683,0.0011587,0.0011587,0.0011587
310,626.903,0.60324,0.93224,0.44588,1.06533,0.86057,0.84163,0.8917,0.74303,0.78353,0.99365,0.95944,0.66955,0.79762,1.34627,0.6078,1.41721,0.00115705,0.00115705,0.00115705
311,628.844,0.51506,0.78878,0.41056,1.00201,0.89205,0.99637,0.9775,0.68683,0.82888,0.92649,0.84867,0.5625,0.86225,1.73462,0.60497,1.53849,0.0011554,0.0011554,0.0011554
312,630.743,0.58409,0.85107,0.43792,1.04013,0.97785,1,0.995,0.67671,0.97785,1,0.995,0.58249,0.88551,1.926,0.67008,1.52653,0.00115375,0.00115375,0.00115375
313,632.721,0.57424,0.89506,0.42994,1.0719,0.91443,1,0.98625,0.66748,0.78897,0.85714,0.85767,0.60036,0.93061,2.25055,0.676,1.54764,0.0011521,0.0011521,0.0011521
314,634.778,0.60647,0.79406,0.46055,1.02622,0.99081,0.90227,0.974,0.71807,0.86549,0.78571,0.80757,0.60217,0.8869,2.3966,0.65685,1.45695,0.00115045,0.00115045,0.00115045
315,636.76,0.63543,0.90381,0.47783,1.05778,0.97613,0.91744,0.97944,0.69142,0.78451,0.71429,0.6616,0.51333,0.83898,3.56876,0.67574,1.43481,0.0011488,0.0011488,0.0011488
316,638.755,0.55495,0.9275,0.46794,1.05005,0.80693,1,0.92883,0.71342,0.78734,0.71429,0.71789,0.53962,0.79614,3.67674,0.64859,1.40373,0.00114715,0.00114715,0.00114715
317,640.66,0.57428,0.86547,0.46476,1.04762,0.85113,1,0.96944,0.68543,0.62643,0.71429,0.58767,0.50487,0.84304,2.73954,0.59702,1.47438,0.0011455,0.0011455,0.0011455
318,642.614,0.57244,0.83837,0.45677,1.08645,0.91075,0.92857,0.96944,0.70087,0.87139,0.78571,0.81129,0.54023,0.83554,2.72625,0.59806,1.52032,0.00114385,0.00114385,0.00114385
319,644.575,0.52758,0.84967,0.42228,1.02092,0.8678,0.99138,0.96389,0.69273,0.85508,0.78571,0.81195,0.58098,0.87989,2.9011,0.64656,1.52461,0.0011422,0.0011422,0.0011422
320,646.556,0.56619,0.97947,0.49776,1.07809,0.85025,0.91099,0.92063,0.68058,0.76523,0.78571,0.83967,0.60523,0.91045,1.99614,0.74727,1.55476,0.00114054,0.00114054,0.00114054
321,648.548,0.53251,0.81653,0.45456,1.07409,0.90631,0.90801,0.92008,0.61313,0.8337,0.84936,0.84978,0.58043,0.94212,1.78145,0.84323,1.62033,0.00113889,0.00113889,0.00113889
322,650.476,0.54227,0.74646,0.44209,1.08367,0.8935,0.90832,0.9047,0.58778,0.64982,0.85714,0.69184,0.53614,1.05596,2.04423,0.86584,1.75095,0.00113724,0.00113724,0.00113724
323,652.476,0.56895,0.93156,0.46086,1.08548,0.89528,0.89813,0.92151,0.63463,0.74407,0.7621,0.69327,0.53804,0.98052,1.82504,0.83899,1.71409,0.00113559,0.00113559,0.00113559
324,654.475,0.57043,0.95847,0.47757,1.0873,0.90128,0.83536,0.87597,0.64788,0.81467,0.77,0.80792,0.62894,0.86118,1.50073,0.76284,1.60288,0.00113394,0.00113394,0.00113394
325,656.477,0.50604,0.86052,0.47389,1.02201,0.89979,0.85714,0.85955,0.62324,0.80906,0.78571,0.77071,0.57777,0.90283,1.38447,0.79184,1.58268,0.00113229,0.00113229,0.00113229
326,658.428,0.49814,0.67327,0.37595,1.04099,0.89001,0.85568,0.81132,0.61395,0.89001,0.85568,0.81132,0.56328,0.96859,1.32192,0.76378,1.65065,0.00113064,0.00113064,0.00113064
327,660.357,0.51796,0.82675,0.41026,1.03255,0.88166,0.85714,0.81163,0.63904,0.96829,0.92857,0.92756,0.60283,0.90097,1.35919,0.72223,1.58363,0.00112899,0.00112899,0.00112899
328,662.336,0.49998,0.72896,0.38584,1.0295,0.9815,0.92857,0.92815,0.70958,0.9815,0.92857,0.92815,0.63612,0.84653,1.36985,0.69728,1.5484,0.00112734,0.00112734,0.00112734
329,664.307,0.55741,0.8375,0.47895,1.04962,0.98282,0.92857,0.92811,0.69708,0.98282,0.92857,0.92811,0.65731,0.85202,1.33466,0.71613,1.49993,0.00112569,0.00112569,0.00112569
330,666.262,0.56601,0.9306,0.46894,1.07002,0.98298,0.92857,0.92723,0.70801,0.98298,0.92857,0.92723,0.67312,0.83123,1.27917,0.72494,1.42932,0.00112404,0.00112404,0.00112404
331,668.259,0.51304,0.81014,0.4071,1.03043,0.98149,0.92857,0.9267,0.74197,0.98149,0.92857,0.9267,0.70517,0.80673,1.31057,0.75464,1.35877,0.00112239,0.00112239,0.00112239
332,670.609,0.52724,0.85848,0.45211,1.01616,0.96404,0.92857,0.92687,0.74055,0.96404,0.92857,0.92687,0.71441,0.78273,1.33638,0.72875,1.3037,0.00112074,0.00112074,0.00112074
333,672.978,0.47091,0.73887,0.4268,0.99453,0.97344,0.92721,0.92666,0.7209,0.97344,0.92721,0.92666,0.6865,0.78087,1.47509,0.70816,1.27484,0.00111909,0.00111909,0.00111909
334,674.94,0.53339,0.81956,0.45271,1.01548,0.96248,0.91355,0.92668,0.70637,0.80751,0.85714,0.79878,0.65704,0.82938,1.56439,0.72084,1.35621,0.00111744,0.00111744,0.00111744
335,676.909,0.57087,0.82408,0.46925,1.06841,0.9443,0.92857,0.92663,0.72083,0.9443,0.92857,0.92663,0.67968,0.83875,1.45676,0.78397,1.35881,0.00111579,0.00111579,0.00111579
336,678.889,0.5932,0.7724,0.44515,1.06111,0.90654,0.92857,0.92629,0.709,0.90654,0.92857,0.92629,0.64011,0.8383,1.4752,0.86817,1.39037,0.00111414,0.00111414,0.00111414
337,680.91,0.53589,0.96912,0.47155,1.06105,0.91845,0.92402,0.90859,0.70839,0.91845,0.92402,0.90859,0.62042,0.74592,1.5342,0.7923,1.38291,0.00111249,0.00111249,0.00111249
338,682.844,0.63572,0.84021,0.57082,1.18517,0.83474,0.92857,0.89881,0.66834,0.83474,0.92857,0.89881,0.62473,0.89148,1.69673,0.79088,1.54949,0.00111084,0.00111084,0.00111084
339,684.862,0.49279,0.72113,0.4035,1.00712,0.90586,0.85714,0.89009,0.67137,0.75039,0.85714,0.7679,0.5689,0.86478,1.90288,0.86299,1.53129,0.00110919,0.00110919,0.00110919
340,686.893,0.48142,0.77984,0.3865,0.99909,0.89399,0.92857,0.9086,0.69707,0.80535,0.85714,0.79177,0.57367,0.86654,1.95407,0.82446,1.51123,0.00110754,0.00110754,0.00110754
341,688.86,0.53468,0.88966,0.44286,1.02341,0.96641,0.84169,0.91591,0.68486,0.77238,0.85714,0.79347,0.61251,0.79927,1.53797,0.79119,1.4106,0.00110589,0.00110589,0.00110589
342,690.838,0.5466,0.75995,0.40641,1.03826,0.88592,0.84165,0.89099,0.73797,0.88592,0.84165,0.89099,0.66535,0.73602,1.54236,0.74824,1.3068,0.00110424,0.00110424,0.00110424
343,692.849,0.51047,1.27496,0.41778,1.00727,0.90859,0.90819,0.89535,0.74169,0.90514,0.85431,0.8844,0.67235,0.77616,1.7281,0.76027,1.3755,0.00110259,0.00110259,0.00110259
344,694.769,0.45706,0.63733,0.38344,0.96559,0.90519,0.92857,0.91613,0.70266,0.90519,0.92857,0.91613,0.65235,0.73512,1.77907,0.77861,1.36869,0.00110094,0.00110094,0.00110094
345,696.761,0.4881,0.75248,0.39633,1.00673,0.98479,0.92777,0.92604,0.68083,0.89464,0.85714,0.82083,0.57339,0.80864,1.87893,0.81598,1.48307,0.00109929,0.00109929,0.00109929
346,698.739,0.46548,0.8659,0.40345,0.98805,0.98244,0.90448,0.92595,0.66515,0.89358,0.84002,0.82069,0.5488,0.82605,2.00298,0.9107,1.51228,0.00109764,0.00109764,0.00109764
347,700.756,0.4943,0.84648,0.40243,1.03889,0.98355,0.90249,0.9262,0.66187,0.89435,0.83408,0.82111,0.54335,0.89617,1.99489,0.80773,1.6126,0.00109599,0.00109599,0.00109599
348,702.742,0.54079,0.96789,0.44523,1.06801,0.97665,0.92857,0.92634,0.66258,0.85845,0.78571,0.78317,0.54252,0.87048,2.11802,0.80358,1.5642,0.00109434,0.00109434,0.00109434
349,704.673,0.46979,0.77999,0.38666,0.99811,0.98558,0.92857,0.92615,0.65058,0.94902,0.85714,0.89434,0.56055,0.87054,1.71368,0.83909,1.50541,0.00109269,0.00109269,0.00109269
350,706.606,0.48991,0.82591,0.39044,1.01878,0.98702,0.92857,0.926,0.61833,0.90886,0.85714,0.898,0.5777,1.01202,1.58539,0.7593,1.64969,0.00109103,0.00109103,0.00109103
351,708.573,0.53403,0.93884,0.4451,1.05407,0.97,0.92857,0.92591,0.63838,0.89812,0.85714,0.90257,0.56279,1.12673,1.69735,0.85896,1.7604,0.00108938,0.00108938,0.00108938
352,710.525,0.55095,0.99269,0.43861,1.09336,0.93047,0.92857,0.92588,0.63692,0.92425,0.85714,0.85775,0.55937,0.98086,1.88886,0.97241,1.55857,0.00108773,0.00108773,0.00108773
353,712.573,0.50973,0.81287,0.41103,1.04191,0.92393,0.92478,0.91709,0.69373,0.87251,0.65637,0.7077,0.56092,0.9739,2.39004,0.80822,1.64396,0.00108608,0.00108608,0.00108608
354,714.557,0.48179,0.78932,0.41558,0.97504,0.82906,0.85714,0.87841,0.66554,0.63527,0.71429,0.64104,0.49612,1.02048,2.80194,0.90063,1.75974,0.00108443,0.00108443,0.00108443
355,716.594,0.50873,0.84173,0.516,1.04484,0.76972,0.92857,0.88588,0.67404,0.63997,0.69404,0.63185,0.50922,1.02013,2.50185,0.92946,1.74499,0.00108278,0.00108278,0.00108278
356,718.559,0.53813,0.8684,0.45717,1.02381,0.7537,0.92857,0.88481,0.65081,0.68567,0.85714,0.7623,0.55861,1.01709,1.98213,0.88857,1.76733,0.00108113,0.00108113,0.00108113
357,720.493,0.49489,0.8905,0.42809,1.00961,0.79601,0.9242,0.88043,0.63983,0.72779,0.85361,0.74353,0.55334,1.00381,1.76204,0.87203,1.77548,0.00107948,0.00107948,0.00107948
358,722.493,0.47647,0.78569,0.41964,1.00706,0.80843,0.92857,0.86815,0.64358,0.80843,0.92857,0.86039,0.60249,0.94534,1.59626,0.83142,1.68749,0.00107783,0.00107783,0.00107783
359,724.444,0.48795,0.83063,0.40559,1.00326,0.82993,0.92857,0.89542,0.67759,0.82993,0.92857,0.89542,0.65377,0.84635,1.55988,0.76933,1.53568,0.00107618,0.00107618,0.00107618
360,726.509,0.47993,0.85119,0.44145,1.03993,0.80544,0.92857,0.86639,0.66254,0.83269,0.78571,0.80484,0.6064,0.82259,1.64802,0.84233,1.51387,0.00107453,0.00107453,0.00107453
361,728.49,0.53181,1.03666,0.47571,1.03732,0.81743,0.85714,0.88594,0.6903,0.69174,0.9233,0.8526,0.61456,0.7651,1.68154,0.81152,1.46054,0.00107288,0.00107288,0.00107288
362,730.41,0.45801,0.75096,0.40757,1.01474,0.9004,0.92857,0.90262,0.74409,0.9004,0.92857,0.90262,0.66544,0.73654,1.41011,0.76846,1.40713,0.00107123,0.00107123,0.00107123
363,732.356,0.48547,0.83226,0.39295,1.03306,0.89659,0.92857,0.91275,0.7512,0.89659,0.92857,0.91275,0.71256,0.73945,1.41165,0.7092,1.39872,0.00106958,0.00106958,0.00106958
364,734.688,0.43618,0.78852,0.39523,0.99205,0.81161,0.92857,0.91739,0.73801,0.81161,0.92857,0.91066,0.66741,0.77918,1.82539,0.72838,1.4215,0.00106793,0.00106793,0.00106793
365,736.755,0.45554,0.75012,0.4133,0.9995,0.88821,0.92792,0.93756,0.75761,0.88821,0.92792,0.9269,0.66977,0.79609,1.92301,0.72437,1.4163,0.00106628,0.00106628,0.00106628
366,738.786,0.44489,0.79888,0.41162,0.97329,0.86377,0.92857,0.93614,0.74795,0.86377,0.92857,0.93614,0.6582,0.78259,1.84102,0.76995,1.3905,0.00106463,0.00106463,0.00106463
367,740.744,0.45654,0.75232,0.39,0.96899,0.83153,0.92857,0.92697,0.77272,0.83153,0.92857,0.92967,0.65318,0.74424,1.7311,0.79485,1.27434,0.00106298,0.00106298,0.00106298
368,742.685,0.45592,0.77693,0.38492,0.98975,0.89349,0.92857,0.93038,0.73547,0.89349,0.92857,0.93038,0.63349,0.74786,1.58007,0.74153,1.29184,0.00106133,0.00106133,0.00106133
369,744.66,0.4648,0.79613,0.40498,1.01775,0.93832,0.92857,0.93171,0.75753,0.93832,0.92857,0.93171,0.64176,0.79645,1.39585,0.70491,1.37482,0.00105968,0.00105968,0.00105968
370,746.774,0.46289,0.72091,0.37614,1.0096,0.89173,0.91701,0.92162,0.74037,0.89173,0.91701,0.92162,0.65213,0.6908,1.31839,0.71811,1.34049,0.00105803,0.00105803,0.00105803
371,748.777,0.46154,0.80397,0.38362,1.00379,0.88995,0.85714,0.89589,0.70195,0.80221,0.78571,0.82776,0.57576,0.69245,1.87106,0.77703,1.36619,0.00105638,0.00105638,0.00105638
372,750.756,0.4682,0.76148,0.423,1.01512,0.8388,0.92515,0.86192,0.59195,0.70977,0.78571,0.65449,0.49927,0.96868,3.52537,0.75408,1.71353,0.00105473,0.00105473,0.00105473
373,752.675,0.50206,0.77543,0.41815,1.00308,0.87172,0.85714,0.84731,0.61022,0.79001,0.78571,0.73883,0.51236,0.96201,3.05911,0.70366,1.72533,0.00105308,0.00105308,0.00105308
374,754.696,0.57233,1.07645,0.46067,1.06421,0.87794,0.85714,0.8267,0.59997,0.87794,0.85714,0.81554,0.52248,0.94795,2.69219,0.7488,1.72259,0.00105143,0.00105143,0.00105143
375,756.791,0.49469,0.88653,0.45967,1.03445,0.94349,0.92857,0.939,0.6614,0.94349,0.92857,0.939,0.57952,0.77388,1.76607,0.80176,1.41325,0.00104978,0.00104978,0.00104978
376,758.846,0.52185,0.90455,0.41466,1.0528,0.94585,0.92857,0.9495,0.68621,0.94585,0.92857,0.9495,0.58895,0.81182,1.61076,0.62334,1.48317,0.00104813,0.00104813,0.00104813
377,760.908,0.515,0.98374,0.40895,1.02917,0.95696,0.92138,0.95382,0.68713,0.95696,0.92138,0.95382,0.58919,0.87048,1.76759,0.63077,1.57152,0.00104648,0.00104648,0.00104648
378,762.829,0.5514,0.87283,0.47176,1.05947,0.95535,0.92065,0.95079,0.69603,0.95535,0.92065,0.95079,0.58417,0.82415,1.73913,0.62216,1.50765,0.00104483,0.00104483,0.00104483
379,764.813,0.45952,0.69337,0.38573,0.9858,0.95865,0.92857,0.9446,0.7086,0.95865,0.92857,0.9446,0.58779,0.7971,1.69891,0.58564,1.52529,0.00104318,0.00104318,0.00104318
380,766.828,0.39225,0.65322,0.35492,0.93667,0.96521,0.92857,0.93425,0.72152,0.96521,0.92857,0.93425,0.60403,0.70367,1.51435,0.64206,1.33025,0.00104152,0.00104152,0.00104152
381,768.856,0.52549,1.05578,0.44174,1.03847,0.97645,0.92387,0.93543,0.69957,0.97645,0.92387,0.93543,0.626,0.70873,1.54174,0.64129,1.34117,0.00103987,0.00103987,0.00103987
382,770.862,0.4593,0.84785,0.41434,0.99619,0.95829,0.92857,0.92811,0.69365,0.95829,0.92857,0.92811,0.59725,0.73774,1.67846,0.65815,1.35531,0.00103822,0.00103822,0.00103822
383,772.773,0.47905,0.77716,0.42137,1.0276,0.94838,0.92857,0.9285,0.70148,0.94838,0.92857,0.9285,0.58859,0.74965,1.68762,0.69992,1.35549,0.00103657,0.00103657,0.00103657
384,774.776,0.49309,0.69242,0.3849,1.05865,0.96887,0.92857,0.93317,0.68577,0.96887,0.92857,0.93317,0.56461,0.83013,1.75712,0.75868,1.43969,0.00103492,0.00103492,0.00103492
385,776.776,0.46656,0.812,0.39414,1.00281,0.97537,0.92857,0.93051,0.68983,0.97537,0.92857,0.93051,0.60784,0.81926,1.5286,0.66644,1.39793,0.00103327,0.00103327,0.00103327
386,778.791,0.45589,0.6957,0.36952,1.00104,0.98477,0.92857,0.92979,0.6923,0.98477,0.92857,0.92979,0.59605,0.89744,1.59022,0.71736,1.50788,0.00103162,0.00103162,0.00103162
