epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
110,2618.49,0.92182,0.69636,1.07975,0.812,0.82353,0.86222,0.5378,1.29018,3.9416,1.29801,0.0089209,0.0089209,0.0089209
111,2642.15,0.92041,0.69303,1.07998,0.84591,0.7451,0.85854,0.51562,1.28352,2.21106,1.25497,0.008911,0.008911,0.008911
112,2665.78,0.91486,0.69426,1.09159,0.86007,0.77941,0.87808,0.54321,1.23153,2.96993,1.2325,0.0089011,0.0089011,0.0089011
113,2689.48,0.89677,0.70025,1.07656,0.82901,0.78431,0.86349,0.5251,1.2145,3.72833,1.24488,0.0088912,0.0088912,0.0088912
114,2713.09,0.93571,0.73107,1.09446,0.89321,0.77898,0.86175,0.51202,1.22055,2.66206,1.23221,0.0088813,0.0088813,0.0088813
115,2736.78,0.90701,0.68776,1.07344,0.85963,0.81053,0.86555,0.53262,1.2252,4.72603,1.26864,0.0088714,0.0088714,0.0088714
116,2760.47,0.929,0.69384,1.09441,0.84835,0.83824,0.8813,0.54044,1.24705,3.46715,1.24406,0.0088615,0.0088615,0.0088615
117,2784.15,0.90273,0.67738,1.07435,0.83966,0.7958,0.86435,0.53956,1.25597,3.34913,1.25287,0.0088516,0.0088516,0.0088516
118,2807.79,0.8581,0.6452,1.05097,0.81405,0.82843,0.85283,0.51988,1.26931,4.33013,1.27815,0.0088417,0.0088417,0.0088417
119,2831.46,0.88363,0.6729,1.06013,0.83254,0.82862,0.88,0.56131,1.18047,3.18527,1.21486,0.0088318,0.0088318,0.0088318
120,2855.85,0.88568,0.6829,1.08697,0.87053,0.82403,0.88794,0.5537,1.24495,3.93611,1.22474,0.0088219,0.0088219,0.0088219
121,2879.74,0.90944,0.69183,1.09186,0.82017,0.84804,0.87859,0.54017,1.24993,2.93896,1.23056,0.008812,0.008812,0.008812
122,2904.23,0.88813,0.67371,1.06667,0.84409,0.79412,0.87282,0.54135,1.23476,2.57558,1.24486,0.0088021,0.0088021,0.0088021
123,2929.07,0.87853,0.68676,1.05563,0.83942,0.81863,0.84813,0.50888,1.2651,4.90656,1.27478,0.0087922,0.0087922,0.0087922
124,2953.46,0.89577,0.67566,1.09065,0.82654,0.81863,0.85795,0.53076,1.2432,4.009,1.27699,0.0087823,0.0087823,0.0087823
125,2977.61,0.89689,0.69969,1.07623,0.86254,0.76961,0.86581,0.54017,1.26805,4.74789,1.25324,0.0087724,0.0087724,0.0087724
126,3001.6,0.89793,0.68926,1.08762,0.81796,0.76961,0.82616,0.51676,1.17327,5.25139,1.18894,0.0087625,0.0087625,0.0087625
127,3025.58,0.86221,0.67767,1.05667,0.8541,0.79902,0.8695,0.53989,1.15711,2.67111,1.17866,0.0087526,0.0087526,0.0087526
128,3049.69,0.86095,0.64757,1.0482,0.86592,0.82353,0.87274,0.5464,1.23172,2.84569,1.23504,0.0087427,0.0087427,0.0087427
129,3073.77,0.8683,0.66382,1.0686,0.86669,0.82862,0.85498,0.53501,1.23353,5.0572,1.23914,0.0087328,0.0087328,0.0087328
130,3097.83,0.83251,0.63208,1.05245,0.83014,0.83333,0.87172,0.55382,1.23517,3.27885,1.249,0.0087229,0.0087229,0.0087229
131,3121.78,0.86138,0.67182,1.05407,0.85407,0.80392,0.86386,0.53718,1.22641,2.9403,1.24569,0.008713,0.008713,0.008713
132,3145.79,0.86125,0.63631,1.04582,0.85429,0.79412,0.85764,0.52179,1.22811,3.41443,1.23728,0.0087031,0.0087031,0.0087031
133,3169.81,0.88297,0.68387,1.0662,0.80917,0.81065,0.85745,0.52999,1.14943,3.30968,1.18265,0.0086932,0.0086932,0.0086932
134,3193.83,0.87156,0.65879,1.05752,0.78697,0.85294,0.87288,0.54069,1.22444,3.42167,1.26003,0.0086833,0.0086833,0.0086833
135,3217.93,0.85664,0.65344,1.07021,0.89011,0.71473,0.86091,0.53638,1.17565,2.71339,1.22879,0.0086734,0.0086734,0.0086734
136,3241.98,0.86428,0.63356,1.05607,0.86418,0.84804,0.89543,0.56142,1.16834,3.80918,1.23615,0.0086635,0.0086635,0.0086635
137,3266.77,0.86241,0.6398,1.06512,0.83722,0.81863,0.86975,0.54751,1.24744,3.07839,1.23719,0.0086536,0.0086536,0.0086536
138,3290.74,0.8539,0.65227,1.04531,0.83297,0.77941,0.86463,0.55355,1.21072,3.08945,1.23885,0.0086437,0.0086437,0.0086437
139,3314.75,0.85521,0.66474,1.05229,0.82621,0.84314,0.866,0.54014,1.25412,3.57081,1.25665,0.0086338,0.0086338,0.0086338
140,3339.07,0.81258,0.62886,1.0352,0.83957,0.82843,0.86913,0.54538,1.32731,2.87528,1.28883,0.0086239,0.0086239,0.0086239
141,3363.68,0.85434,0.62883,1.05156,0.82235,0.82353,0.8321,0.52473,1.21458,3.72831,1.23317,0.008614,0.008614,0.008614
142,3387.97,0.84654,0.62202,1.05519,0.79547,0.88235,0.86965,0.56044,1.19425,2.80006,1.22016,0.0086041,0.0086041,0.0086041
143,3412.01,0.82216,0.61524,1.03867,0.80522,0.85294,0.88247,0.56049,1.24563,2.60904,1.26398,0.0085942,0.0085942,0.0085942
144,3436.14,0.83898,0.6373,1.05149,0.82394,0.78001,0.85396,0.53748,1.2466,3.03315,1.23222,0.0085843,0.0085843,0.0085843
145,3460.28,0.82065,0.6114,1.02407,0.85215,0.81863,0.88936,0.55244,1.20517,2.45912,1.23235,0.0085744,0.0085744,0.0085744
146,3484.36,0.84596,0.66096,1.05128,0.86207,0.8272,0.89568,0.57061,1.21557,1.90377,1.22586,0.0085645,0.0085645,0.0085645
147,3509.04,0.82595,0.67622,1.05289,0.79106,0.82843,0.84616,0.5442,1.16185,2.3466,1.21072,0.0085546,0.0085546,0.0085546
148,3533.12,0.82379,0.64979,1.04005,0.87811,0.74162,0.85842,0.54494,1.17705,3.45887,1.21228,0.0085447,0.0085447,0.0085447
149,3557.15,0.82236,0.63497,1.03437,0.79913,0.81863,0.86402,0.53934,1.14835,3.6371,1.19226,0.0085348,0.0085348,0.0085348
150,3581.2,0.81467,0.64161,1.03528,0.80878,0.81863,0.85793,0.54387,1.20073,2.93016,1.23637,0.0085249,0.0085249,0.0085249
151,3605.27,0.81174,0.62131,1.02757,0.82541,0.78797,0.85306,0.54825,1.17546,3.21726,1.2271,0.008515,0.008515,0.008515
152,3629.33,0.80799,0.61075,1.0302,0.80333,0.84098,0.87507,0.5488,1.21443,3.03886,1.25935,0.0085051,0.0085051,0.0085051
153,3653.35,0.82949,0.64405,1.04243,0.84269,0.76154,0.84893,0.54585,1.266,3.51579,1.2638,0.0084952,0.0084952,0.0084952
154,3677.37,0.8217,0.6347,1.03811,0.84876,0.77451,0.8649,0.55862,1.21371,3.44536,1.22442,0.0084853,0.0084853,0.0084853
155,3701.41,0.81745,0.6268,1.0265,0.80508,0.81373,0.86945,0.55691,1.15903,3.81296,1.20158,0.0084754,0.0084754,0.0084754
156,3725.42,0.8069,0.61056,1.0255,0.80928,0.84314,0.8729,0.56203,1.20738,5.04066,1.23089,0.0084655,0.0084655,0.0084655
157,3749.46,0.80132,0.59537,1.0329,0.83058,0.80392,0.83298,0.53109,1.21388,3.33535,1.2312,0.0084556,0.0084556,0.0084556
158,3773.44,0.79171,0.59167,1.02709,0.82729,0.81373,0.86724,0.54625,1.23829,3.86177,1.26011,0.0084457,0.0084457,0.0084457
159,3797.47,0.79422,0.60508,1.0308,0.83461,0.84314,0.87159,0.54673,1.2823,3.14265,1.28903,0.0084358,0.0084358,0.0084358
160,3821.54,0.78699,0.59455,1.0165,0.81108,0.84182,0.8825,0.57553,1.14602,3.41857,1.18002,0.0084259,0.0084259,0.0084259
161,3846.21,0.79105,0.59364,1.0326,0.77276,0.81863,0.86134,0.54338,1.27596,4.36036,1.26319,0.008416,0.008416,0.008416
162,3870.22,0.77762,0.59752,1.00749,0.82538,0.83411,0.85462,0.5366,1.18172,5.27867,1.23634,0.0084061,0.0084061,0.0084061
163,3894.21,0.77646,0.62068,1.01633,0.83343,0.83391,0.87835,0.5488,1.20616,2.70609,1.24422,0.0083962,0.0083962,0.0083962
164,3918.3,0.79794,0.59493,1.02218,0.79745,0.86847,0.86777,0.5338,1.17384,6.06632,1.20679,0.0083863,0.0083863,0.0083863
165,3942.4,0.763,0.5818,1.01062,0.79613,0.87745,0.88703,0.56566,1.20305,3.18111,1.22345,0.0083764,0.0083764,0.0083764
166,3966.56,0.77048,0.57945,1.00544,0.86969,0.80392,0.8841,0.56423,1.22664,3.8306,1.29718,0.0083665,0.0083665,0.0083665
167,3990.67,0.77268,0.56378,1.00484,0.81561,0.84565,0.87693,0.55469,1.19255,4.6696,1.26323,0.0083566,0.0083566,0.0083566
168,4014.74,0.78078,0.58822,1.02087,0.83315,0.85784,0.88901,0.5544,1.18753,1.46926,1.22244,0.0083467,0.0083467,0.0083467
169,4038.87,0.79918,0.61676,1.03177,0.83912,0.81814,0.89003,0.56315,1.21702,1.61982,1.24129,0.0083368,0.0083368,0.0083368
170,4063,0.80727,0.61738,1.03554,0.86412,0.79412,0.87625,0.55405,1.2278,2.76196,1.26159,0.0083269,0.0083269,0.0083269
171,4087.14,0.80335,0.60432,1.02615,0.8378,0.81021,0.89171,0.5537,1.16963,3.63638,1.24151,0.008317,0.008317,0.008317
172,4111.31,0.77233,0.57997,1.01853,0.82272,0.79902,0.85522,0.54789,1.18219,3.48119,1.24333,0.0083071,0.0083071,0.0083071
173,4135.44,0.78011,0.58718,1.01189,0.84592,0.82353,0.85588,0.54147,1.1501,3.14785,1.22188,0.0082972,0.0082972,0.0082972
174,4159.6,0.75435,0.59403,1.00851,0.82976,0.81238,0.88476,0.56527,1.20302,4.04791,1.23388,0.0082873,0.0082873,0.0082873
175,4183.74,0.77101,0.59044,1.00867,0.83991,0.82353,0.89135,0.57257,1.19243,2.4,1.27103,0.0082774,0.0082774,0.0082774
176,4207.88,0.75233,0.5872,1.00417,0.83729,0.84314,0.87458,0.54657,1.1619,3.73567,1.23273,0.0082675,0.0082675,0.0082675
177,4232.45,0.74607,0.57786,0.99908,0.84779,0.84804,0.89209,0.55653,1.18985,2.60156,1.28701,0.0082576,0.0082576,0.0082576
178,4256.29,0.77723,0.60454,1.01108,0.875,0.76961,0.87173,0.56682,1.18171,3.4896,1.25299,0.0082477,0.0082477,0.0082477
179,4280.13,0.7745,0.60833,1.01027,0.87095,0.82711,0.87242,0.54857,1.17669,2.35872,1.25606,0.0082378,0.0082378,0.0082378
180,4303.89,0.73698,0.54935,0.99267,0.90778,0.79412,0.87879,0.5547,1.2283,2.15994,1.27298,0.0082279,0.0082279,0.0082279
181,4327.7,0.74724,0.55947,0.99345,0.86021,0.85784,0.89238,0.56585,1.2062,2.0979,1.28768,0.008218,0.008218,0.008218
182,4351.43,0.73329,0.54728,0.98526,0.82607,0.83814,0.88703,0.57631,1.13349,3.26065,1.22317,0.0082081,0.0082081,0.0082081
183,4375.77,0.74956,0.56857,0.99382,0.81348,0.83377,0.88887,0.57286,1.21287,2.97385,1.24075,0.0081982,0.0081982,0.0081982
